Price,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
Ticker,KOTAKBANK.NS,UNITDSPR.NS,KOTAKBANK.NS,UNITDSPR.NS,KOTAKBANK.NS,UNITDSPR.NS,KOTAKBANK.NS,UNITDSPR.NS,KOTAKBANK.NS,UNITDSPR.NS
Date,,,,,,,,,,
2016-03-28,664.4500122070312,,677.9000244140625,,660.5499877929688,,669.5999755859375,,2904848,
2016-03-29,670.0499877929688,,682.0,,668.9500122070312,,671.5,,1966330,
2016-03-30,675.0499877929688,,686.5,,665.5,,683.8499755859375,,2827418,
2016-03-31,677.0999755859375,,694.9000244140625,,677.0999755859375,,680.6500244140625,,3982132,
2016-04-01,682.0,,686.6500244140625,,677.1500244140625,,679.9000244140625,,1470326,
2016-04-04,681.5,,689.2999877929688,,674.25,,687.2999877929688,,2059957,
2016-04-05,684.0,,684.75,,664.75,,668.75,,2892523,
2016-04-06,669.0,,674.2999877929688,,664.2999877929688,,668.0,,1683758,
2016-04-07,667.0,,668.0,,655.5,,662.5,,1619424,
2016-04-08,658.0999755859375,,670.4000244140625,,658.0999755859375,,665.3499755859375,,1007741,
2016-04-11,670.9000244140625,,674.9500122070312,,660.2999877929688,,671.2999877929688,,1990818,
2016-04-12,669.8499755859375,,682.0499877929688,,669.75,,677.3499755859375,,1185688,
2016-04-13,687.0,,699.9500122070312,,683.2000122070312,,692.3499755859375,,2437798,
2016-04-18,691.0999755859375,,691.0999755859375,,657.7000122070312,,683.3499755859375,,1638201,
2016-04-20,687.4000244140625,,692.0,,680.2000122070312,,687.1500244140625,,1087651,
2016-04-21,689.0,,689.5999755859375,,683.1500244140625,,686.7000122070312,,2137424,
2016-04-22,680.0499877929688,,683.75,,672.9500122070312,,676.0999755859375,,1975006,
